/media/mike/WD_4TB/karyon_longread/concat_mrl20k_q15l15k_pepper/outputs/redundans/scaffolds.reduced.fasta /media/mike/WD_4TB/karyon_longread/data/assemblies/concat_mrl20k_q15l15k_pepper.fasta
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
1686387	1688460	629131	631138	2074	2008	87.28	7631931	1062192	0.03	0.19	redundans_scaffold00001	26
1711069	1715255	644847	649087	4187	4241	89.07	7631931	1062192	0.05	0.40	redundans_scaffold00001	26
1723105	1724196	82032	80933	1092	1100	92.44	7631931	101101	0.01	1.09	redundans_scaffold00001	1386
1724651	1728551	80337	76412	3901	3926	95.32	7631931	101101	0.05	3.88	redundans_scaffold00001	1386
1729620	1732294	72837	70215	2675	2623	91.96	7631931	101101	0.04	2.59	redundans_scaffold00001	1386
1735054	1754514	101101	81641	19461	19461	100.00	7631931	101101	0.25	19.25	redundans_scaffold00001	1386
1754530	1959729	322671	117472	205200	205200	100.00	7631931	322671	2.69	63.59	redundans_scaffold00001	544
1781519	1784382	688875	686038	2864	2838	92.20	7631931	1047152	0.04	0.27	redundans_scaffold00001	1086
1811181	1812269	108851	107761	1089	1091	94.86	7631931	239126	0.01	0.46	redundans_scaffold00001	114
1813821	1816433	77791	80407	2613	2617	95.93	7631931	313903	0.03	0.83	redundans_scaffold00001	320
1816448	1817660	80635	81853	1213	1219	96.40	7631931	313903	0.02	0.39	redundans_scaffold00001	320
1850156	1851235	83269	82162	1080	1108	94.36	7631931	1009615	0.01	0.11	redundans_scaffold00001	736
1850190	1851195	536576	535487	1006	1090	85.16	7631931	741226	0.01	0.15	redundans_scaffold00001	702
1856135	1857867	21608	23381	1733	1774	94.88	7631931	62526	0.02	2.84	redundans_scaffold00001	1442
1856136	1857867	497124	495329	1732	1796	93.28	7631931	904282	0.02	0.20	redundans_scaffold00001	322
1957667	1959192	94025	95585	1526	1561	93.09	7631931	564664	0.02	0.28	redundans_scaffold00001	698
1957668	1959392	19021	20746	1725	1726	93.59	7631931	29807	0.02	5.79	redundans_scaffold00001	1088
1957668	1959394	14063	15770	1727	1708	98.21	7631931	670801	0.02	0.25	redundans_scaffold00001	208
1957870	1959399	84712	86184	1530	1473	93.62	7631931	372521	0.02	0.40	redundans_scaffold00001	1164
1959745	2108373	1	148629	148629	148629	100.00	7631931	148629	1.95	100.00	redundans_scaffold00001	1490
1981916	1983210	71331	70031	1295	1301	97.70	7631931	71831	0.02	1.81	redundans_scaffold00001	526
1998721	1999968	105263	104005	1248	1259	90.29	7631931	322671	0.02	0.39	redundans_scaffold00001	544
2000363	2003178	103204	100312	2816	2893	86.87	7631931	322671	0.04	0.90	redundans_scaffold00001	544
2003651	2008765	100219	95141	5115	5079	95.96	7631931	322671	0.07	1.57	redundans_scaffold00001	544
2009663	2011117	94459	92961	1455	1499	93.11	7631931	322671	0.02	0.46	redundans_scaffold00001	544
2012941	2017103	91698	87584	4163	4115	92.74	7631931	322671	0.05	1.28	redundans_scaffold00001	544
2017967	2022915	84164	79266	4949	4899	95.25	7631931	322671	0.06	1.52	redundans_scaffold00001	544
2024483	2029526	64658	59728	5044	4931	93.96	7631931	322671	0.07	1.53	redundans_scaffold00001	544
2029517	2030827	58605	57280	1311	1326	96.33	7631931	322671	0.02	0.41	redundans_scaffold00001	544
2030820	2031825	56732	55723	1006	1010	92.69	7631931	322671	0.01	0.31	redundans_scaffold00001	544
2032217	2033563	55722	54373	1347	1350	98.22	7631931	322671	0.02	0.42	redundans_scaffold00001	544
2034061	2036618	54238	51701	2558	2538	97.20	7631931	322671	0.03	0.79	redundans_scaffold00001	544
2036794	2042656	51708	45874	5863	5835	96.92	7631931	322671	0.08	1.81	redundans_scaffold00001	544
2048505	2050554	37041	34987	2050	2055	95.34	7631931	322671	0.03	0.64	redundans_scaffold00001	544
2050545	2052641	33784	31685	2097	2100	94.83	7631931	322671	0.03	0.65	redundans_scaffold00001	544
2057441	2058633	28717	27499	1193	1219	85.05	7631931	322671	0.02	0.38	redundans_scaffold00001	544
2060876	2062811	25602	23715	1936	1888	86.49	7631931	322671	0.03	0.59	redundans_scaffold00001	544
2061346	2062672	345035	343718	1327	1318	88.39	7631931	643850	0.02	0.20	redundans_scaffold00001	172
2067577	2069701	22076	20020	2125	2057	84.96	7631931	322671	0.03	0.64	redundans_scaffold00001	544
2076205	2085567	14923	5566	9363	9358	98.50	7631931	322671	0.12	2.90	redundans_scaffold00001	544
2085560	2090044	4465	1	4485	4465	99.22	7631931	322671	0.06	1.38	redundans_scaffold00001	544
2110695	4495893	1	2385199	2385199	2385199	100.00	7631931	2397461	31.25	99.49	redundans_scaffold00001	146
2124425	2125444	26761	25735	1020	1027	92.61	7631931	227743	0.01	0.45	redundans_scaffold00001	342
2187770	2190644	148854	151787	2875	2934	95.97	7631931	382174	0.04	0.77	redundans_scaffold00001	366
2214898	2221619	6880	1	6722	6880	95.93	7631931	420722	0.09	1.64	redundans_scaffold00001	506
2243708	2264946	12430	34444	21239	22015	94.66	7631931	420722	0.28	5.23	redundans_scaffold00001	506
2270658	2281618	39148	50358	10961	11211	91.93	7631931	420722	0.14	2.66	redundans_scaffold00001	506
2273202	2275816	280464	277795	2615	2670	88.71	7631931	643850	0.03	0.41	redundans_scaffold00001	172
2277182	2279098	276803	274836	1917	1968	92.95	7631931	643850	0.03	0.31	redundans_scaffold00001	172
2281748	2282848	271996	270873	1101	1124	87.24	7631931	643850	0.01	0.17	redundans_scaffold00001	172
2286254	2287782	268037	266461	1529	1577	89.84	7631931	643850	0.02	0.24	redundans_scaffold00001	172
2288245	2289269	58438	59453	1025	1016	95.93	7631931	420722	0.01	0.24	redundans_scaffold00001	506
2289571	2290826	59455	60688	1256	1234	96.19	7631931	420722	0.02	0.29	redundans_scaffold00001	506
2291815	2292906	63025	64127	1092	1103	85.09	7631931	420722	0.01	0.26	redundans_scaffold00001	506
2293772	2308814	65196	79735	15043	14540	92.43	7631931	420722	0.20	3.46	redundans_scaffold00001	506
2301238	2307258	252002	245996	6021	6007	89.90	7631931	643850	0.08	0.93	redundans_scaffold00001	172
2310274	2319101	80586	88968	8828	8383	90.92	7631931	420722	0.12	1.99	redundans_scaffold00001	506
2316546	2318355	234921	233127	1810	1795	90.67	7631931	643850	0.02	0.28	redundans_scaffold00001	172
2319162	2324908	89999	95444	5747	5446	91.40	7631931	420722	0.08	1.29	redundans_scaffold00001	506
2322355	2324908	214824	212234	2554	2591	94.06	7631931	643850	0.03	0.40	redundans_scaffold00001	172
2324909	2326469	95722	97284	1561	1563	96.90	7631931	420722	0.02	0.37	redundans_scaffold00001	506
2324911	2326469	212089	210520	1559	1570	95.23	7631931	643850	0.02	0.24	redundans_scaffold00001	172
2326720	2327917	98337	99538	1198	1202	95.98	7631931	420722	0.02	0.29	redundans_scaffold00001	506
2328439	2331554	101408	104488	3116	3081	96.38	7631931	420722	0.04	0.73	redundans_scaffold00001	506
2332454	2335537	122749	125829	3084	3081	97.08	7631931	420722	0.04	0.73	redundans_scaffold00001	506
2335530	2343142	126468	134102	7613	7635	97.89	7631931	420722	0.10	1.81	redundans_scaffold00001	506
2343686	2344746	134776	135838	1061	1063	93.30	7631931	420722	0.01	0.25	redundans_scaffold00001	506
2344739	2346465	136605	138326	1727	1722	95.32	7631931	420722	0.02	0.41	redundans_scaffold00001	506
2347472	2348996	174560	173073	1525	1488	88.23	7631931	643850	0.02	0.23	redundans_scaffold00001	172
2347745	2350714	140906	143867	2970	2962	97.49	7631931	420722	0.04	0.70	redundans_scaffold00001	506
2351236	2358733	145608	153129	7498	7522	98.59	7631931	420722	0.10	1.79	redundans_scaffold00001	506
2352043	2355016	169598	166630	2974	2969	90.11	7631931	643850	0.04	0.46	redundans_scaffold00001	172
2354184	2357579	164016	160564	3396	3453	91.28	7631931	643850	0.04	0.54	redundans_scaffold00001	172
2359391	2364548	153130	158355	5158	5226	96.48	7631931	420722	0.07	1.24	redundans_scaffold00001	506
2360334	2363572	158350	155151	3239	3200	85.47	7631931	643850	0.04	0.50	redundans_scaffold00001	172
2364547	2372333	159133	166927	7787	7795	95.97	7631931	420722	0.10	1.85	redundans_scaffold00001	506
2366515	2367667	151944	150816	1153	1129	89.13	7631931	643850	0.02	0.18	redundans_scaffold00001	172
2368524	2369596	150096	148999	1073	1098	87.42	7631931	643850	0.01	0.17	redundans_scaffold00001	172
2369590	2372140	147783	145245	2551	2539	89.23	7631931	643850	0.03	0.39	redundans_scaffold00001	172
2369590	2372140	1258	3790	2551	2533	89.05	7631931	143160	0.03	1.77	redundans_scaffold00001	1744
2389997	2391599	545530	547118	1603	1589	95.19	7631931	568477	0.02	0.28	redundans_scaffold00001	94
2392195	2397357	166917	172142	5163	5226	96.88	7631931	420722	0.07	1.24	redundans_scaffold00001	506
2392925	2395184	144218	141950	2260	2269	88.97	7631931	643850	0.03	0.35	redundans_scaffold00001	172
2392944	2395184	4827	7076	2241	2250	88.96	7631931	143160	0.03	1.57	redundans_scaffold00001	1744
2395310	2397357	7195	9278	2048	2084	89.48	7631931	143160	0.03	1.46	redundans_scaffold00001	1744
2395347	2397357	141804	139737	2011	2068	89.52	7631931	643850	0.03	0.32	redundans_scaffold00001	172
2397367	2398796	378432	379935	1430	1504	94.22	7631931	467901	0.02	0.32	redundans_scaffold00001	234
2400757	2407730	172975	179967	6974	6993	95.83	7631931	420722	0.09	1.66	redundans_scaffold00001	506
2401672	2404622	137792	134813	2951	2980	87.91	7631931	643850	0.04	0.46	redundans_scaffold00001	172
2401672	2404622	11206	14171	2951	2966	87.92	7631931	143160	0.04	2.07	redundans_scaffold00001	1744
2408562	2416509	179959	187860	7948	7902	97.56	7631931	420722	0.10	1.88	redundans_scaffold00001	506
2408600	2409879	19225	20515	1280	1291	86.78	7631931	143160	0.02	0.90	redundans_scaffold00001	1744
2408609	2409884	130508	129195	1276	1314	87.37	7631931	643850	0.02	0.20	redundans_scaffold00001	172
2411041	2414189	128426	125298	3149	3129	86.88	7631931	643850	0.04	0.49	redundans_scaffold00001	172
2411041	2414189	21274	24350	3149	3077	86.46	7631931	143160	0.04	2.15	redundans_scaffold00001	1744
2414621	2416509	124971	123100	1889	1872	89.88	7631931	643850	0.02	0.29	redundans_scaffold00001	172
2414621	2416509	24677	26533	1889	1857	89.35	7631931	143160	0.02	1.30	redundans_scaffold00001	1744
2417439	2419080	187859	189468	1642	1610	96.30	7631931	420722	0.02	0.38	redundans_scaffold00001	506
2417627	2419063	122933	121542	1437	1392	87.26	7631931	643850	0.02	0.22	redundans_scaffold00001	172
2417627	2419067	26699	28067	1441	1369	86.24	7631931	143160	0.02	0.96	redundans_scaffold00001	1744
2420139	2434621	189459	203773	14483	14315	97.27	7631931	420722	0.19	3.40	redundans_scaffold00001	506
2421030	2425841	121331	116574	4812	4758	91.17	7631931	643850	0.06	0.74	redundans_scaffold00001	172
2421934	2425841	29170	33016	3908	3847	91.30	7631931	143160	0.05	2.69	redundans_scaffold00001	1744
2426594	2430930	116582	112301	4337	4282	90.99	7631931	643850	0.06	0.67	redundans_scaffold00001	172
2426594	2432291	33008	38742	5698	5735	90.32	7631931	143160	0.07	4.01	redundans_scaffold00001	1744
2430928	2432290	111271	109922	1363	1350	89.20	7631931	643850	0.02	0.21	redundans_scaffold00001	172
2432309	2434029	109713	108018	1721	1696	94.09	7631931	643850	0.02	0.26	redundans_scaffold00001	172
2432674	2434029	39719	41049	1356	1331	93.98	7631931	143160	0.02	0.93	redundans_scaffold00001	1744
2434612	2440251	204229	209823	5640	5595	95.99	7631931	420722	0.07	1.33	redundans_scaffold00001	506
2437262	2439231	104625	102711	1970	1915	89.78	7631931	643850	0.03	0.30	redundans_scaffold00001	172
2437262	2439245	43830	45762	1984	1933	88.83	7631931	143160	0.03	1.35	redundans_scaffold00001	1744
2439340	2440590	102701	101450	1251	1252	93.79	7631931	643850	0.02	0.19	redundans_scaffold00001	172
2442475	2449263	210280	217045	6789	6766	97.86	7631931	420722	0.09	1.61	redundans_scaffold00001	506
2442487	2446044	101406	97841	3558	3566	90.24	7631931	643850	0.05	0.55	redundans_scaffold00001	172
2442487	2444231	47770	49523	1745	1754	89.54	7631931	143160	0.02	1.23	redundans_scaffold00001	1744
2444229	2447067	51529	54323	2839	2795	90.15	7631931	143160	0.04	1.95	redundans_scaffold00001	1744
2446535	2447946	96056	94637	1412	1420	88.32	7631931	643850	0.02	0.22	redundans_scaffold00001	172
2448106	2449375	94481	93239	1270	1243	93.26	7631931	643850	0.02	0.19	redundans_scaffold00001	172
2448106	2449375	55206	56459	1270	1254	93.74	7631931	143160	0.02	0.88	redundans_scaffold00001	1744
2449870	2456880	217054	224053	7011	7000	98.32	7631931	420722	0.09	1.66	redundans_scaffold00001	506
2451860	2453136	90882	89547	1277	1336	85.07	7631931	643850	0.02	0.21	redundans_scaffold00001	172
2453299	2458527	89534	84324	5229	5211	88.94	7631931	643850	0.07	0.81	redundans_scaffold00001	172
2453299	2454806	60020	61484	1508	1465	86.38	7631931	143160	0.02	1.02	redundans_scaffold00001	1744
2454803	2458527	64402	68062	3725	3661	87.29	7631931	143160	0.05	2.56	redundans_scaffold00001	1744
2456873	2458171	224431	225731	1299	1301	98.77	7631931	420722	0.02	0.31	redundans_scaffold00001	506
2458167	2464508	235130	241478	6342	6349	96.50	7631931	420722	0.08	1.51	redundans_scaffold00001	506
2461547	2463371	81711	79895	1825	1817	88.36	7631931	643850	0.02	0.28	redundans_scaffold00001	172
2464100	2466714	79518	76864	2615	2655	85.48	7631931	643850	0.03	0.41	redundans_scaffold00001	172
2464121	2466714	74211	76820	2594	2610	86.78	7631931	143160	0.03	1.82	redundans_scaffold00001	1744
2464500	2466716	242369	244594	2217	2226	97.98	7631931	420722	0.03	0.53	redundans_scaffold00001	506
2467404	2472562	76859	71702	5159	5158	88.24	7631931	643850	0.07	0.80	redundans_scaffold00001	172
2467404	2472635	76825	81965	5232	5141	88.51	7631931	143160	0.07	3.59	redundans_scaffold00001	1744
2467404	2473608	244601	250781	6205	6181	97.39	7631931	420722	0.08	1.47	redundans_scaffold00001	506
2472907	2474893	71476	69387	1987	2090	83.60	7631931	643850	0.03	0.32	redundans_scaffold00001	172
2472907	2474893	82144	84272	1987	2129	83.68	7631931	143160	0.03	1.49	redundans_scaffold00001	1744
2473609	2474893	250882	252158	1285	1277	95.34	7631931	420722	0.02	0.30	redundans_scaffold00001	506
2475830	2476958	69393	68266	1129	1128	84.56	7631931	643850	0.01	0.18	redundans_scaffold00001	172
2475830	2476885	84266	85310	1056	1045	85.09	7631931	143160	0.01	0.73	redundans_scaffold00001	1744
2477552	2480182	86507	89076	2631	2570	85.24	7631931	143160	0.03	1.80	redundans_scaffold00001	1744
2477552	2483296	253333	259083	5745	5751	94.51	7631931	420722	0.08	1.37	redundans_scaffold00001	506
2478634	2480182	67205	65669	1549	1537	85.31	7631931	643850	0.02	0.24	redundans_scaffold00001	172
2480561	2481584	65566	64537	1024	1030	85.13	7631931	643850	0.01	0.16	redundans_scaffold00001	172
2481726	2482815	64421	63284	1090	1138	85.12	7631931	643850	0.01	0.18	redundans_scaffold00001	172
2481766	2484327	90135	92762	2562	2628	89.62	7631931	143160	0.03	1.84	redundans_scaffold00001	1744
2482812	2484327	55249	53733	1516	1517	93.03	7631931	643850	0.02	0.24	redundans_scaffold00001	172
2483295	2485400	260070	262159	2106	2090	94.40	7631931	420722	0.03	0.50	redundans_scaffold00001	506
2487701	2496943	265491	274800	9243	9310	96.86	7631931	420722	0.12	2.21	redundans_scaffold00001	506
2487981	2493336	51021	45643	5356	5379	92.59	7631931	643850	0.07	0.84	redundans_scaffold00001	172
2487981	2492968	95071	100061	4988	4991	92.11	7631931	143160	0.07	3.49	redundans_scaffold00001	1744
2491827	2495245	98624	101962	3419	3339	87.45	7631931	143160	0.04	2.33	redundans_scaffold00001	1744
2493335	2495245	37577	35723	1911	1855	90.90	7631931	643850	0.03	0.29	redundans_scaffold00001	172
2496943	2499330	275052	277416	2388	2365	94.22	7631931	420722	0.03	0.56	redundans_scaffold00001	506
2497254	2498815	33571	31926	1562	1646	84.04	7631931	643850	0.02	0.26	redundans_scaffold00001	172
2497254	2498815	104102	105740	1562	1639	84.23	7631931	143160	0.02	1.14	redundans_scaffold00001	1744
2499916	2505968	277408	283467	6053	6060	97.48	7631931	420722	0.08	1.44	redundans_scaffold00001	506
2500868	2502519	28010	26384	1652	1627	91.08	7631931	643850	0.02	0.25	redundans_scaffold00001	172
2502134	2505761	112050	115593	3628	3544	90.76	7631931	143160	0.05	2.48	redundans_scaffold00001	1744
2502636	2505771	26384	23310	3136	3075	90.93	7631931	643850	0.04	0.48	redundans_scaffold00001	172
2506537	2510819	283796	288084	4283	4289	98.70	7631931	420722	0.06	1.02	redundans_scaffold00001	506
2506574	2509963	23317	19833	3390	3485	92.03	7631931	643850	0.04	0.54	redundans_scaffold00001	172
2506579	2507936	115599	116957	1358	1359	93.53	7631931	143160	0.02	0.95	redundans_scaffold00001	1744
2507929	2510806	118476	121359	2878	2884	91.28	7631931	143160	0.04	2.01	redundans_scaffold00001	1744
2510816	2514612	258271	254476	3797	3796	99.58	7631931	285085	0.05	1.33	redundans_scaffold00001	182
2510816	2512731	240720	238805	1916	1916	98.60	7631931	287137	0.03	0.67	redundans_scaffold00001	484
2510816	2514650	251259	255095	3835	3837	99.53	7631931	643475	0.05	0.60	redundans_scaffold00001	672
2511005	2513179	353248	355410	2175	2163	92.37	7631931	382174	0.03	0.57	redundans_scaffold00001	366
2513262	2514681	344411	342994	1420	1418	91.25	7631931	897899	0.02	0.16	redundans_scaffold00001	502
2516362	2520651	17932	13708	4290	4225	91.81	7631931	643850	0.06	0.66	redundans_scaffold00001	172
2516362	2520651	122253	126471	4290	4219	91.80	7631931	143160	0.06	2.95	redundans_scaffold00001	1744
2516472	2535790	288448	307852	19319	19405	96.90	7631931	420722	0.25	4.61	redundans_scaffold00001	506
2522850	2524255	1322122	1320755	1406	1368	91.55	7631931	2072160	0.02	0.07	redundans_scaffold00001	40
2522949	2524050	974761	973651	1102	1111	94.80	7631931	2072160	0.01	0.05	redundans_scaffold00001	40
2523214	2524275	146379	145310	1062	1070	92.37	7631931	420722	0.01	0.25	redundans_scaffold00001	506
2524343	2525925	12084	10473	1583	1612	90.19	7631931	643850	0.02	0.25	redundans_scaffold00001	172
2524343	2525925	128089	129703	1583	1615	90.09	7631931	143160	0.02	1.13	redundans_scaffold00001	1744
2526076	2529453	10444	7024	3378	3421	90.49	7631931	643850	0.04	0.53	redundans_scaffold00001	172
2526076	2527977	129732	131675	1902	1944	89.82	7631931	143160	0.02	1.36	redundans_scaffold00001	1744
2527972	2529453	132000	133489	1482	1490	90.98	7631931	143160	0.02	1.04	redundans_scaffold00001	1744
2529566	2530738	6907	5713	1173	1195	90.48	7631931	643850	0.02	0.19	redundans_scaffold00001	172
2529566	2530738	133609	134799	1173	1191	91.63	7631931	143160	0.02	0.83	redundans_scaffold00001	1744
2530843	2535753	5708	835	4911	4874	86.85	7631931	643850	0.06	0.76	redundans_scaffold00001	172
2530843	2534749	134804	138738	3907	3935	87.88	7631931	143160	0.05	2.75	redundans_scaffold00001	1744
2535795	2537573	309269	311034	1779	1766	94.43	7631931	420722	0.02	0.42	redundans_scaffold00001	506
2535876	2537572	1	1651	1697	1651	87.36	7631931	31784	0.02	5.19	redundans_scaffold00001	984
2537813	2545445	312841	320475	7633	7635	96.54	7631931	420722	0.10	1.81	redundans_scaffold00001	506
2538355	2541092	1777	4444	2738	2668	89.48	7631931	31784	0.04	8.39	redundans_scaffold00001	984
2542752	2543867	6024	7115	1116	1092	82.65	7631931	31784	0.01	3.44	redundans_scaffold00001	984
2546443	2548950	321163	323657	2508	2495	97.43	7631931	420722	0.03	0.59	redundans_scaffold00001	506
2547759	2548799	10468	11531	1041	1064	89.72	7631931	31784	0.01	3.35	redundans_scaffold00001	984
2549086	2552616	325413	328948	3531	3536	98.25	7631931	420722	0.05	0.84	redundans_scaffold00001	506
2551350	2552616	15824	17051	1267	1228	87.01	7631931	31784	0.02	3.86	redundans_scaffold00001	984
2553382	2555783	328941	331340	2402	2400	97.85	7631931	420722	0.03	0.57	redundans_scaffold00001	506
2553382	2555783	17044	19374	2402	2331	87.97	7631931	31784	0.03	7.33	redundans_scaffold00001	984
2556136	2568816	331337	344065	12681	12729	97.93	7631931	420722	0.17	3.03	redundans_scaffold00001	506
2556136	2560493	19371	23785	4358	4415	91.17	7631931	31784	0.06	13.89	redundans_scaffold00001	984
2561412	2562637	25168	26353	1226	1186	90.47	7631931	31784	0.02	3.73	redundans_scaffold00001	984
2562636	2565293	26698	29421	2658	2724	91.33	7631931	31784	0.03	8.57	redundans_scaffold00001	984
2567777	2568816	4012	2954	1040	1059	91.78	7631931	22125	0.01	4.79	redundans_scaffold00001	1790
